transaction_id,timestamp,account_number,amount,currency,transaction_type,description,status,channel
TX1005922,2025-03-18 20:05:48,48494843,193.56,GBP,WITHDRAWAL,"Standing order to Uber",PENDING,STANDING_ORDER
TX1005923,2025-03-25 10:47:43,48257695,51.90,AUD,FEE,"Direct debit for Lloyds Bank",COMPLETED,ATM
TX1005924,2025-03-17 14:42:36,65864672,241.47,AUD,DEPOSIT,"Payment to Transport for London",REJECTED,STANDING_ORDER
TX1005925,2025-03-29 15:27:09,68011458,11.40,USD,PAYMENT,"Withdrawal for Transport for London",COMPLETED,TELEPHONE
TX1005926,2025-04-08 04:17:46,10403006,118.18,GBP,TRANSFER,"Payment to Uber",COMPLETED,ONLINE
TX1005927,2025-04-06 13:52:17,40913878,18.05,GBP,PAYMENT,"Interest payment from Starbucks",COMPLETED,MOBILE
TX1005928,2025-03-17 04:35:08,87228554,224.65,GBP,WITHDRAWAL,"Payment to Transport for London",COMPLETED,ONLINE
TX1005929,2025-03-12 04:17:02,16405390,142.91,JPY,FEE,"Deposit from Thames Water",COMPLETED,DIRECT_DEBIT
TX1005930,2025-04-04 08:35:15,75532639,16.64,JPY,DEPOSIT,"Bill payment to Deliveroo",COMPLETED,ATM
TX1005931,2025-03-30 07:55:31,23528051,387.88,JPY,TRANSFER,"Deposit from Amazon UK",COMPLETED,STANDING_ORDER
TX1005932,2025-04-05 15:05:58,99575353,88.46,GBP,FEE,"Direct debit for Sainsbury's",COMPLETED,MOBILE
TX1005933,2025-03-11 00:06:06,61994513,386.66,USD,INTEREST,"Bill payment to Barclays Bank",COMPLETED,DIRECT_DEBIT
TX1005934,2025-03-28 05:48:54,13315667,154.95,GBP,INTEREST,"Online purchase at HSBC Bank",COMPLETED,ONLINE
TX1005935,2025-03-15 17:27:57,19985823,398.38,CAD,TRANSFER,"Withdrawal for Netflix",COMPLETED,MOBILE
TX1005936,2025-03-16 07:59:31,90653532,227.28,GBP,TRANSFER,"Online purchase at HSBC Bank",COMPLETED,ATM
TX1005937,2025-03-15 08:49:17,41281275,423.02,CHF,DEPOSIT,"Transfer to John Lewis",COMPLETED,DIRECT_DEBIT
TX1005938,2025-03-31 10:13:18,22998243,78.25,GBP,WITHDRAWAL,"Direct debit for Barclays Bank",COMPLETED,STANDING_ORDER
TX1005939,2025-03-24 10:05:34,40945602,51.90,AUD,FEE,"Interest payment from Spotify",COMPLETED,MOBILE
TX1005940,2025-03-25 02:25:13,71469500,104.46,GBP,INTEREST,"Exchange to Just Eat",COMPLETED,DIRECT_DEBIT
TX1005941,2025-03-20 16:34:07,82587911,168.14,GBP,WITHDRAWAL,"Bill payment to Boots",COMPLETED,ONLINE
TX1005942,2025-04-02 21:30:38,31912011,23.20,GBP,INTEREST,"In-store purchase at Virgin Media",COMPLETED,ATM
TX1005943,2025-04-03 16:40:45,68116696,9.06,GBP,FEE,"In-store purchase at Spotify",COMPLETED,DIRECT_DEBIT
TX1005944,2025-03-20 06:18:37,23435242,66.55,GBP,DEPOSIT,"Interest payment from Marks & Spencer",COMPLETED,BRANCH
TX1005945,2025-03-11 17:22:21,17903084,256.47,GBP,PAYMENT,"Direct debit for Sainsbury's",COMPLETED,ONLINE
TX1005946,2025-03-24 04:20:51,58264262,37.61,AUD,TRANSFER,"Fee for service from Barclays Bank",COMPLETED,TELEPHONE
TX1005947,2025-03-20 23:39:53,31666231,176.48,GBP,INTEREST,"Interest payment from Amazon UK",COMPLETED,MOBILE
TX1005948,2025-03-14 00:02:27,43575525,324.61,USD,INTEREST,"Standing order to Premier Inn",REFUNDED,ATM
TX1005949,2025-04-02 19:59:03,26697839,133.90,CHF,INTEREST,"Online purchase at Premier Inn",COMPLETED,ATM
TX1005950,2025-03-09 23:50:13,58282436,64.34,CAD,INTEREST,"Online purchase at British Gas",COMPLETED,BRANCH
TX1005951,2025-04-03 16:19:45,53058736,214.77,GBP,TRANSFER,"Standing order to McDonald's",COMPLETED,ATM
TX1005952,2025-03-28 16:35:43,36587209,244.26,GBP,DEPOSIT,"Faster payment to Sky UK",COMPLETED,TELEPHONE
TX1005953,2025-04-06 16:49:07,80471343,32.33,GBP,TRANSFER,"Transfer to Pret A Manger",COMPLETED,STANDING_ORDER
TX1005954,2025-03-25 16:30:00,90657690,41.26,GBP,INTEREST,"Faster payment to Nando's",FAILED,DIRECT_DEBIT
TX1005955,2025-03-27 13:40:00,57092274,688.15,GBP,EXCHANGE,"Deposit from Just Eat",COMPLETED,ATM
TX1005956,2025-03-11 19:46:44,91440962,51.41,USD,EXCHANGE,"Fee for service from British Gas",COMPLETED,STANDING_ORDER
TX1005957,2025-03-24 13:25:25,96781339,86.46,EUR,INTEREST,"Direct debit for British Gas",PENDING,ONLINE
TX1005958,2025-03-29 03:29:14,45476416,175.74,EUR,PAYMENT,"Fee for service from Nando's",COMPLETED,ATM
TX1005959,2025-04-02 12:49:37,73096095,571.30,CAD,FEE,"Exchange to EDF Energy",COMPLETED,BRANCH
TX1005960,2025-04-08 07:30:29,96561323,335.73,AUD,EXCHANGE,"Bill payment to Netflix",REFUNDED,BRANCH
TX1005961,2025-03-17 15:49:28,82770706,690.69,GBP,FEE,"Payment to Uber",COMPLETED,TELEPHONE
TX1005962,2025-03-28 07:11:28,40874989,75.78,CAD,FEE,"Transfer to Uber",PENDING,MOBILE
TX1005963,2025-03-26 00:35:10,21119001,130.93,GBP,FEE,"Deposit from Uber",COMPLETED,ATM
TX1005964,2025-04-08 17:52:03,18106834,281.08,GBP,WITHDRAWAL,"Withdrawal for Barclays Bank",COMPLETED,MOBILE
TX1005965,2025-03-19 20:57:26,42701047,408.70,GBP,EXCHANGE,"In-store purchase at EasyJet",REFUNDED,TELEPHONE
TX1005966,2025-03-28 07:29:45,70322639,386.19,EUR,TRANSFER,"Transfer to John Lewis",REFUNDED,ONLINE
TX1005967,2025-04-07 19:58:16,28357903,6.12,GBP,DEPOSIT,"Fee for service from BT Group",COMPLETED,DIRECT_DEBIT
TX1005968,2025-03-24 09:29:09,54412560,307.22,USD,WITHDRAWAL,"Fee for service from Thames Water",PENDING,TELEPHONE
TX1005969,2025-03-18 22:16:46,10534728,331.54,GBP,PAYMENT,"Exchange to Ryanair",FAILED,TELEPHONE
TX1005970,2025-04-07 14:53:16,46601844,66.86,GBP,FEE,"Faster payment to Boots",COMPLETED,MOBILE
TX1005971,2025-04-06 08:01:48,30182541,130.29,AUD,TRANSFER,"Bill payment to Vodafone UK",REJECTED,STANDING_ORDER
TX1005972,2025-03-21 03:53:15,21638352,48.46,CAD,DEPOSIT,"Deposit from Boots",COMPLETED,STANDING_ORDER
TX1005973,2025-03-26 23:43:27,51631279,187.54,GBP,FEE,"Payment to Ryanair",CANCELLED,STANDING_ORDER
TX1005974,2025-04-02 18:34:25,92522755,576.91,GBP,DEPOSIT,"Bill payment to Costa Coffee",FAILED,MOBILE
TX1005975,2025-03-26 16:16:42,88105030,194.29,AUD,EXCHANGE,"Interest payment from EDF Energy",COMPLETED,MOBILE
TX1005976,2025-03-31 06:12:33,62081102,6.86,GBP,TRANSFER,"Online purchase at Starbucks",REFUNDED,ATM
TX1005977,2025-03-30 12:45:46,51569803,184.22,GBP,TRANSFER,"Interest payment from Pret A Manger",REFUNDED,STANDING_ORDER
TX1005978,2025-04-01 15:49:14,86593511,12.20,GBP,INTEREST,"Withdrawal for ASOS",COMPLETED,ONLINE
TX1005979,2025-04-05 09:05:04,32484000,329.71,USD,TRANSFER,"Fee for service from Tesco",COMPLETED,DIRECT_DEBIT
TX1005980,2025-04-05 19:54:39,49403387,69.26,AUD,WITHDRAWAL,"Online purchase at Transport for London",COMPLETED,TELEPHONE
TX1005981,2025-03-10 18:41:01,23095366,421.30,CHF,INTEREST,"Deposit from Deliveroo",COMPLETED,DIRECT_DEBIT
TX1005982,2025-03-25 05:05:02,85842451,27.77,GBP,TRANSFER,"Fee for service from Pret A Manger",REFUNDED,DIRECT_DEBIT
TX1005983,2025-03-25 19:32:27,40058850,41.38,EUR,DEPOSIT,"Withdrawal for Netflix",FAILED,ATM
TX1005984,2025-03-14 05:37:22,23752088,20.76,GBP,TRANSFER,"Faster payment to BT Group",COMPLETED,TELEPHONE
TX1005985,2025-03-13 03:01:33,79774022,596.39,JPY,TRANSFER,"Online purchase at Pret A Manger",COMPLETED,MOBILE
TX1005986,2025-03-11 06:19:17,45797946,77.71,JPY,EXCHANGE,"Transfer to Costa Coffee",COMPLETED,TELEPHONE
TX1005987,2025-03-29 16:09:14,50728931,320.84,CAD,DEPOSIT,"Online purchase at Virgin Media",COMPLETED,BRANCH
TX1005988,2025-04-03 11:06:59,78019828,354.79,GBP,WITHDRAWAL,"Payment to EDF Energy",COMPLETED,ONLINE
TX1005989,2025-03-15 20:50:18,29985665,236.74,JPY,FEE,"Deposit from Marks & Spencer",COMPLETED,TELEPHONE
TX1005990,2025-03-09 23:42:55,67127856,100.24,GBP,FEE,"Online purchase at ASOS",COMPLETED,MOBILE
TX1005991,2025-03-14 16:39:47,59109475,5.00,GBP,EXCHANGE,"Standing order to Netflix",COMPLETED,ONLINE
TX1005992,2025-03-11 20:32:59,56934208,592.21,GBP,EXCHANGE,"Deposit from Tesco",REJECTED,BRANCH
TX1005993,2025-03-12 20:32:47,31426574,258.19,CAD,INTEREST,"Withdrawal for Starbucks",COMPLETED,BRANCH
TX1005994,2025-03-20 15:29:17,28596616,5.00,CAD,FEE,"Exchange to Ryanair",COMPLETED,DIRECT_DEBIT
TX1005995,2025-03-13 11:52:44,68859767,292.23,GBP,TRANSFER,"Direct debit for Premier Inn",COMPLETED,DIRECT_DEBIT
TX1005996,2025-03-17 15:26:24,47017675,261.18,CAD,DEPOSIT,"Withdrawal for BT Group",COMPLETED,ONLINE
TX1005997,2025-03-23 10:41:09,21839359,145.77,USD,INTEREST,"Bill payment to British Gas",COMPLETED,ONLINE
TX1005998,2025-03-26 02:30:48,39943752,32.60,GBP,PAYMENT,"Bill payment to Spotify",REJECTED,BRANCH
TX1005999,2025-03-27 06:07:43,44640576,304.93,USD,TRANSFER,"In-store purchase at Thames Water",COMPLETED,TELEPHONE
TX1006000,2025-03-13 10:23:34,36401883,25.06,EUR,WITHDRAWAL,"In-store purchase at Just Eat",PENDING,ONLINE
TX1006001,2025-03-30 02:30:07,38598051,154.64,GBP,PAYMENT,"Exchange to Vodafone UK",COMPLETED,MOBILE
TX1006002,2025-03-22 19:51:31,99643768,539.87,GBP,TRANSFER,"Exchange to Lloyds Bank",COMPLETED,STANDING_ORDER
TX1006003,2025-03-19 02:57:44,45701272,175.22,GBP,INTEREST,"Direct debit for Tesco",COMPLETED,ONLINE
TX1006004,2025-03-16 20:18:33,57993287,37.38,EUR,PAYMENT,"Deposit from HSBC Bank",COMPLETED,STANDING_ORDER
TX1006005,2025-03-16 09:16:36,91793028,370.83,EUR,DEPOSIT,"Bill payment to British Gas",COMPLETED,MOBILE
TX1006006,2025-03-16 03:16:19,59722179,28.08,EUR,FEE,"Exchange to KFC",COMPLETED,STANDING_ORDER
TX1006007,2025-04-08 14:05:42,88203129,32.24,CAD,INTEREST,"Payment to Nando's",COMPLETED,DIRECT_DEBIT
TX1006008,2025-03-13 20:02:08,30000884,5.00,GBP,PAYMENT,"Faster payment to Costa Coffee",REFUNDED,BRANCH
TX1006009,2025-03-29 03:20:46,93904968,151.39,GBP,EXCHANGE,"Faster payment to Just Eat",REJECTED,TELEPHONE
TX1006010,2025-04-02 01:06:31,53676498,574.49,GBP,INTEREST,"Exchange to Netflix",COMPLETED,TELEPHONE
TX1006011,2025-03-12 15:54:45,59404630,118.31,EUR,TRANSFER,"Interest payment from Virgin Media",CANCELLED,TELEPHONE
TX1006012,2025-04-07 11:46:12,87413672,201.82,USD,INTEREST,"Exchange to Tesco",COMPLETED,STANDING_ORDER
TX1006013,2025-03-09 19:59:12,99139131,64.92,CHF,TRANSFER,"In-store purchase at HSBC Bank",COMPLETED,MOBILE
TX1006014,2025-03-17 20:19:43,71547956,385.91,AUD,DEPOSIT,"Payment to British Airways",FAILED,MOBILE
TX1006015,2025-03-15 10:11:09,74376617,196.59,GBP,PAYMENT,"Withdrawal for Nando's",COMPLETED,STANDING_ORDER
TX1006016,2025-03-20 20:33:57,36086284,77.00,AUD,INTEREST,"Interest payment from British Airways",PENDING,TELEPHONE
TX1006017,2025-03-12 15:35:50,61775200,215.83,CAD,TRANSFER,"Deposit from McDonald's",REJECTED,ONLINE
TX1006018,2025-03-17 17:37:50,18342580,389.35,GBP,WITHDRAWAL,"Fee for service from Barclays Bank",REJECTED,BRANCH
TX1006019,2025-03-11 02:19:52,44829032,20.47,EUR,WITHDRAWAL,"Withdrawal for NatWest Bank",COMPLETED,ONLINE
TX1006020,2025-03-15 12:38:42,29526289,329.15,USD,WITHDRAWAL,"International transfer to ASOS",REJECTED,BRANCH
TX1006021,2025-03-29 20:06:37,91848201,18.69,GBP,PAYMENT,"Interest payment from Virgin Media",COMPLETED,ATM
TX1006022,2025-03-14 22:27:23,22089320,99.49,JPY,PAYMENT,"Fee for service from Spotify",CANCELLED,ONLINE
TX1006023,2025-03-18 23:53:53,93275827,174.51,GBP,TRANSFER,"Bill payment to NatWest Bank",COMPLETED,DIRECT_DEBIT
TX1006024,2025-03-29 19:25:10,24972902,385.26,GBP,FEE,"Standing order to Virgin Media",COMPLETED,ONLINE
TX1006025,2025-03-28 23:12:52,17877634,104.32,GBP,INTEREST,"Fee for service from ASOS",COMPLETED,ONLINE
TX1006026,2025-04-01 05:24:14,96772055,51.23,JPY,TRANSFER,"Withdrawal for Amazon UK",REJECTED,TELEPHONE
TX1006027,2025-03-30 21:18:17,46690203,23.65,USD,EXCHANGE,"Subscription payment to John Lewis",FAILED,DIRECT_DEBIT
TX1006028,2025-03-15 23:06:51,55199664,18.75,CAD,TRANSFER,"Withdrawal for KFC",COMPLETED,DIRECT_DEBIT
TX1006029,2025-04-03 16:16:30,76118635,44.29,AUD,FEE,"Withdrawal for Amazon UK",COMPLETED,MOBILE
TX1006030,2025-03-31 23:01:54,81842204,74.94,GBP,DEPOSIT,"Faster payment to McDonald's",CANCELLED,TELEPHONE
TX1006031,2025-03-14 10:16:36,66592793,35.69,GBP,INTEREST,"Exchange to Boots",COMPLETED,ONLINE
TX1006032,2025-03-27 21:49:10,98898039,496.94,CHF,FEE,"Fee for service from Amazon UK",PENDING,ATM
TX1006033,2025-03-30 12:43:01,17935728,107.24,EUR,EXCHANGE,"Direct debit for Lloyds Bank",COMPLETED,STANDING_ORDER
TX1006034,2025-03-13 11:46:56,14667044,131.81,GBP,FEE,"International transfer to Pret A Manger",PENDING,ONLINE
TX1006035,2025-04-08 04:43:43,54589357,100.29,AUD,INTEREST,"Online purchase at Transport for London",COMPLETED,STANDING_ORDER
TX1006036,2025-03-12 16:36:52,67106845,62.02,GBP,DEPOSIT,"Bill payment to Sainsbury's",FAILED,MOBILE
TX1006037,2025-03-12 21:01:36,42779264,181.33,GBP,FEE,"Standing order to NatWest Bank",CANCELLED,MOBILE
TX1006038,2025-03-28 20:28:18,53400960,81.89,GBP,EXCHANGE,"Subscription payment to John Lewis",COMPLETED,ONLINE
TX1006039,2025-03-31 20:11:43,58800118,141.56,GBP,FEE,"Withdrawal for Sky UK",COMPLETED,STANDING_ORDER
TX1006040,2025-04-01 06:36:18,42576885,107.54,JPY,FEE,"Payment to Lloyds Bank",COMPLETED,TELEPHONE
TX1006041,2025-03-16 03:02:27,54167525,56.37,GBP,PAYMENT,"Payment to Starbucks",REJECTED,MOBILE
TX1006042,2025-03-31 02:11:52,10213931,121.32,AUD,WITHDRAWAL,"Payment to BT Group",COMPLETED,STANDING_ORDER
TX1006043,2025-03-16 09:01:24,14464056,132.42,GBP,FEE,"Interest payment from Uber",COMPLETED,DIRECT_DEBIT
TX1006044,2025-03-18 07:35:44,53052722,36.61,GBP,TRANSFER,"Online purchase at EDF Energy",COMPLETED,ATM
TX1006045,2025-03-28 20:24:46,72954983,409.16,EUR,DEPOSIT,"International transfer to Uber",CANCELLED,ONLINE
TX1006046,2025-03-27 06:19:47,29811741,69.95,GBP,PAYMENT,"Online purchase at Deliveroo",COMPLETED,STANDING_ORDER
TX1006047,2025-04-08 09:26:03,51676131,137.54,GBP,FEE,"Exchange to Sainsbury's",COMPLETED,DIRECT_DEBIT
TX1006048,2025-04-03 12:09:26,37583202,503.46,EUR,EXCHANGE,"Faster payment to Tesco",COMPLETED,STANDING_ORDER
TX1006049,2025-04-02 02:41:54,48832102,89.70,GBP,INTEREST,"Exchange to McDonald's",COMPLETED,STANDING_ORDER
TX1006050,2025-03-15 23:27:45,70535168,569.27,EUR,WITHDRAWAL,"Bill payment to HSBC Bank",COMPLETED,BRANCH
TX1006051,2025-03-18 06:58:21,95476324,39.40,JPY,TRANSFER,"Interest payment from Vodafone UK",REFUNDED,STANDING_ORDER
TX1006052,2025-03-13 10:06:58,69488782,42.87,GBP,TRANSFER,"Interest payment from EasyJet",COMPLETED,DIRECT_DEBIT
TX1006053,2025-03-20 01:47:36,50559638,161.68,GBP,WITHDRAWAL,"Online purchase at Barclays Bank",COMPLETED,DIRECT_DEBIT
TX1006054,2025-03-26 12:20:42,83960356,94.00,GBP,TRANSFER,"Exchange to Virgin Media",COMPLETED,TELEPHONE
TX1006055,2025-03-27 10:29:26,28845802,168.55,CHF,DEPOSIT,"Interest payment from John Lewis",COMPLETED,STANDING_ORDER
TX1006056,2025-03-10 01:45:58,94349459,202.46,GBP,PAYMENT,"International transfer to Premier Inn",COMPLETED,MOBILE
TX1006057,2025-04-01 23:35:18,81202550,164.75,USD,FEE,"Fee for service from Virgin Media",COMPLETED,MOBILE
TX1006058,2025-04-05 08:43:06,56570238,323.25,JPY,DEPOSIT,"In-store purchase at Marks & Spencer",PENDING,ATM
TX1006059,2025-03-29 21:15:09,29826741,17.28,USD,EXCHANGE,"In-store purchase at KFC",COMPLETED,DIRECT_DEBIT
TX1006060,2025-03-28 07:17:02,30349723,75.82,GBP,DEPOSIT,"Online purchase at Lloyds Bank",REJECTED,BRANCH
TX1006061,2025-03-29 04:50:05,56932102,84.19,CAD,EXCHANGE,"Faster payment to BT Group",COMPLETED,MOBILE
TX1006062,2025-04-05 10:39:12,83527254,238.60,GBP,EXCHANGE,"Online purchase at EDF Energy",COMPLETED,ATM
TX1006063,2025-03-10 16:16:19,87961483,54.45,GBP,FEE,"Transfer to KFC",COMPLETED,ONLINE
TX1006064,2025-03-21 13:23:16,63514034,117.24,GBP,INTEREST,"Subscription payment to Deliveroo",PENDING,ATM
TX1006065,2025-04-06 21:12:53,89918905,23.82,GBP,FEE,"Faster payment to EDF Energy",COMPLETED,STANDING_ORDER
TX1006066,2025-03-23 09:51:03,38703250,5.00,GBP,EXCHANGE,"Faster payment to Ryanair",COMPLETED,STANDING_ORDER
TX1006067,2025-03-19 13:48:46,73962741,91.36,GBP,FEE,"In-store purchase at NatWest Bank",REFUNDED,BRANCH
TX1006068,2025-03-11 17:20:24,21897253,63.13,GBP,WITHDRAWAL,"Payment to McDonald's",COMPLETED,TELEPHONE
TX1006069,2025-03-10 15:31:19,76474636,180.60,GBP,TRANSFER,"Direct debit for Transport for London",REFUNDED,ONLINE
TX1006070,2025-04-06 00:42:29,34916323,123.97,EUR,DEPOSIT,"Withdrawal for Ryanair",CANCELLED,DIRECT_DEBIT
TX1006071,2025-03-14 21:13:10,37632245,234.06,JPY,DEPOSIT,"Online purchase at Deliveroo",COMPLETED,ONLINE
TX1006072,2025-03-30 06:52:29,13682659,73.96,GBP,INTEREST,"Direct debit for Sky UK",COMPLETED,MOBILE
TX1006073,2025-03-26 15:19:12,20001536,386.57,USD,WITHDRAWAL,"Deposit from Premier Inn",COMPLETED,BRANCH
TX1006074,2025-03-22 03:51:50,68826611,23.07,GBP,FEE,"Direct debit for Lloyds Bank",COMPLETED,TELEPHONE
TX1006075,2025-04-04 22:35:34,22068194,176.30,CAD,FEE,"Fee for service from Starbucks",COMPLETED,MOBILE
TX1006076,2025-03-28 07:49:02,58605885,339.97,EUR,DEPOSIT,"Deposit from Sky UK",COMPLETED,STANDING_ORDER
TX1006077,2025-03-22 06:28:54,89855251,320.23,GBP,TRANSFER,"Exchange to Nando's",COMPLETED,TELEPHONE
TX1006078,2025-03-15 04:06:07,11878864,230.31,USD,WITHDRAWAL,"Withdrawal for Thames Water",COMPLETED,ATM
TX1006079,2025-03-20 04:01:33,11537777,104.49,EUR,PAYMENT,"Subscription payment to Pret A Manger",COMPLETED,BRANCH
TX1006080,2025-04-07 21:30:17,52529479,475.82,JPY,FEE,"Payment to Transport for London",COMPLETED,DIRECT_DEBIT
TX1006081,2025-03-19 04:13:46,83412328,183.52,EUR,FEE,"Direct debit for BT Group",COMPLETED,BRANCH
TX1006082,2025-03-31 23:02:33,83026991,139.69,CHF,TRANSFER,"Bill payment to Tesco",COMPLETED,TELEPHONE
TX1006083,2025-03-26 00:31:17,95408899,17.91,GBP,WITHDRAWAL,"International transfer to Starbucks",COMPLETED,STANDING_ORDER
TX1006084,2025-03-17 15:41:13,97873786,36.60,CAD,TRANSFER,"Withdrawal for Costa Coffee",COMPLETED,MOBILE
TX1006085,2025-03-11 06:06:06,21958669,80.11,CAD,TRANSFER,"Online purchase at Deliveroo",PENDING,STANDING_ORDER
TX1006086,2025-03-10 07:43:46,13853988,168.17,USD,TRANSFER,"Direct debit for Spotify",COMPLETED,STANDING_ORDER
TX1006087,2025-03-17 17:50:12,29239710,54.29,EUR,PAYMENT,"Standing order to British Airways",COMPLETED,TELEPHONE
TX1006088,2025-03-09 19:57:22,32853655,140.93,GBP,PAYMENT,"Online purchase at BT Group",COMPLETED,ONLINE
TX1006089,2025-04-04 02:00:38,73939032,74.86,USD,DEPOSIT,"Subscription payment to EDF Energy",PENDING,DIRECT_DEBIT
TX1006090,2025-04-08 11:11:19,44767896,25.39,AUD,INTEREST,"Payment to Thames Water",COMPLETED,MOBILE
TX1006091,2025-04-01 05:38:20,24312841,786.42,EUR,FEE,"Online purchase at Tesco",COMPLETED,STANDING_ORDER
TX1006092,2025-03-31 05:35:39,21050309,16.59,USD,FEE,"In-store purchase at ASOS",PENDING,ONLINE
TX1006093,2025-03-28 17:08:46,87931680,261.56,GBP,EXCHANGE,"Interest payment from Ryanair",COMPLETED,MOBILE
TX1006094,2025-03-29 19:41:41,84795346,222.27,GBP,EXCHANGE,"Exchange to Marks & Spencer",COMPLETED,ONLINE
TX1006095,2025-03-13 13:45:06,46000195,47.13,AUD,WITHDRAWAL,"Payment to Deliveroo",PENDING,MOBILE
TX1006096,2025-03-25 05:04:16,20030895,43.99,GBP,WITHDRAWAL,"Exchange to EDF Energy",COMPLETED,STANDING_ORDER
TX1006097,2025-03-26 19:10:45,73912827,209.46,AUD,TRANSFER,"Withdrawal for BT Group",COMPLETED,MOBILE
TX1006098,2025-04-06 09:35:13,65686871,131.48,EUR,EXCHANGE,"Interest payment from Marks & Spencer",COMPLETED,ATM
TX1006099,2025-03-25 20:05:43,46713313,182.10,CHF,FEE,"Direct debit for ASOS",REJECTED,STANDING_ORDER
TX1006100,2025-03-28 12:56:18,95843226,276.54,CHF,TRANSFER,"Faster payment to Ryanair",COMPLETED,BRANCH
TX1006101,2025-04-06 05:44:09,19641798,267.14,GBP,TRANSFER,"Online purchase at John Lewis",COMPLETED,STANDING_ORDER
TX1006102,2025-03-23 13:37:04,87533219,154.31,GBP,DEPOSIT,"Direct debit for Deliveroo",COMPLETED,ATM
TX1006103,2025-03-18 15:41:09,23354944,559.53,GBP,FEE,"International transfer to HSBC Bank",COMPLETED,STANDING_ORDER
TX1006104,2025-03-24 20:14:41,97229229,37.42,CHF,WITHDRAWAL,"Faster payment to Virgin Media",COMPLETED,MOBILE
TX1006105,2025-03-21 06:06:32,84035560,219.15,CHF,DEPOSIT,"Standing order to Sainsbury's",COMPLETED,DIRECT_DEBIT
TX1006106,2025-03-29 11:53:43,86063436,122.46,GBP,INTEREST,"Faster payment to Thames Water",COMPLETED,ONLINE
TX1006107,2025-04-05 03:17:32,47380413,66.83,CAD,FEE,"Deposit from Lloyds Bank",COMPLETED,DIRECT_DEBIT
TX1006108,2025-04-03 08:38:49,90014798,559.70,AUD,WITHDRAWAL,"Online purchase at Just Eat",COMPLETED,MOBILE
TX1006109,2025-03-14 01:15:09,58633452,312.67,CAD,FEE,"Payment to NatWest Bank",CANCELLED,DIRECT_DEBIT
TX1006110,2025-03-20 03:27:06,49529504,45.79,GBP,INTEREST,"Withdrawal for Just Eat",COMPLETED,MOBILE
TX1006111,2025-04-04 19:21:23,87470167,5.00,GBP,DEPOSIT,"Payment to Uber",COMPLETED,DIRECT_DEBIT
TX1006112,2025-04-02 07:30:30,16581325,185.25,GBP,FEE,"Standing order to NatWest Bank",COMPLETED,MOBILE
TX1006113,2025-04-02 21:33:20,31701680,271.73,GBP,INTEREST,"In-store purchase at Virgin Media",COMPLETED,TELEPHONE
TX1006114,2025-03-18 12:57:20,29756287,97.52,GBP,TRANSFER,"Standing order to Premier Inn",COMPLETED,ONLINE
TX1006115,2025-03-19 18:59:34,75163745,161.86,JPY,WITHDRAWAL,"Standing order to Vodafone UK",COMPLETED,TELEPHONE
TX1006116,2025-04-04 13:03:20,24607371,97.54,GBP,TRANSFER,"Bill payment to Pret A Manger",COMPLETED,BRANCH
TX1006117,2025-03-21 06:42:41,74840091,8.01,USD,FEE,"Interest payment from ASOS",FAILED,MOBILE
TX1006118,2025-03-12 23:12:55,38754598,75.99,JPY,WITHDRAWAL,"Exchange to Amazon UK",COMPLETED,TELEPHONE
TX1006119,2025-03-27 00:26:53,16722762,17.20,GBP,DEPOSIT,"International transfer to Costa Coffee",REJECTED,TELEPHONE
TX1006120,2025-04-04 17:27:38,83494334,5.00,GBP,EXCHANGE,"Interest payment from Nando's",FAILED,STANDING_ORDER
TX1006121,2025-03-16 06:17:08,35675724,451.85,AUD,WITHDRAWAL,"In-store purchase at Nando's",COMPLETED,ATM
TX1006122,2025-03-24 17:07:19,27890362,55.44,GBP,DEPOSIT,"Interest payment from Premier Inn",COMPLETED,STANDING_ORDER
TX1006123,2025-04-04 21:36:07,11860585,270.82,GBP,PAYMENT,"Withdrawal for British Gas",COMPLETED,MOBILE
TX1006124,2025-03-30 05:03:37,66245464,21.13,GBP,EXCHANGE,"Bill payment to EDF Energy",REJECTED,MOBILE
TX1006125,2025-04-04 04:11:58,29238327,347.71,CHF,EXCHANGE,"Online purchase at HSBC Bank",COMPLETED,ONLINE
TX1006126,2025-03-18 09:02:00,18927603,49.76,CHF,EXCHANGE,"Transfer to Boots",COMPLETED,STANDING_ORDER
TX1006127,2025-04-08 15:41:26,59502136,155.08,GBP,WITHDRAWAL,"Payment to Starbucks",COMPLETED,ONLINE
TX1006128,2025-04-04 07:15:35,57440092,75.38,GBP,PAYMENT,"International transfer to Lloyds Bank",COMPLETED,ATM
TX1006129,2025-03-28 09:50:17,13879679,148.24,CHF,PAYMENT,"Interest payment from Marks & Spencer",COMPLETED,MOBILE
TX1006130,2025-03-13 03:33:41,55639396,275.53,GBP,INTEREST,"Online purchase at Just Eat",COMPLETED,TELEPHONE
TX1006131,2025-03-13 19:42:43,24671550,70.89,CAD,TRANSFER,"Standing order to McDonald's",COMPLETED,ATM
TX1006132,2025-03-25 14:33:51,91516495,134.02,CAD,WITHDRAWAL,"Deposit from EDF Energy",COMPLETED,TELEPHONE
TX1006133,2025-03-23 05:39:15,14916294,92.86,GBP,INTEREST,"Standing order to Nando's",REFUNDED,BRANCH
TX1006134,2025-03-17 19:13:16,97845332,99.08,AUD,EXCHANGE,"Faster payment to Deliveroo",COMPLETED,STANDING_ORDER
